"m","true_N","true_M","mse_N_HG","mse_M_HG","mse_N_NHG","mse_M_NHG","mse_N_ratio","mse_M_ratio"
15,750,55,37117.0001574034,132.652154844294,26071.9351777778,130.372735319329,0.702425709707509,0.982816566171579
15,750,65,40086.7751668276,191.194495800076,27798.1356222222,177.724309758267,0.693449036659491,0.929547208012231
15,750,75,39223.9774761935,257.823144351728,30355.09,228.372215958142,0.773891174560856,0.885770812129229
15,750,85,39033.8782643981,323.961193707223,32091.8802333333,296.062117420906,0.822154540114033,0.913881425219313
15,750,95,40708.8642000564,396.272597465066,35373.5420111111,370.937583848858,0.868939546858252,0.936066703127405
15,750,105,39889.9507981874,489.560495053238,37383.5788,457.573737921703,0.937167834303239,0.934662299236265
15,750,115,41163.408254901,583.254869757717,39054.7578555556,542.351827258536,0.948773668441451,0.929871065600923
15,750,125,36437.0614780392,680.149212356615,41189.0069444444,638.617840671285,1.13041516724034,0.938937852267107
15,750,135,34522.1328877551,768.017561183121,44085.2013,764.466900465486,1.27701267599363,0.995376849570776
15,750,145,32499.6256181451,847.281838320434,47437.8588222222,918.478583031407,1.45964323957433,1.08402958908231
15,750,155,35655.2464054578,989.446547766271,48961.5278333333,1064.96557009061,1.37319280524839,1.07632450938843
15,750,165,32563.2576100153,1085.86294388348,53403.4691999999,1271.6383546483,1.63999160770619,1.17108550559834
15,750,175,31332.844204267,1175.48923844582,55984.2913888889,1471.42452626203,1.78676059613077,1.25175499539875
15,750,185,30029.7285169566,1262.19156720284,59600.2126555556,1719.5742764721,1.98470700865316,1.36237186268236
15,750,195,28952.3025912295,1362.97996752156,62650.9256000001,1987.08332318433,2.16393585285955,1.45789620576569
15,750,205,28242.8496767242,1494.71140347521,65747.9715333333,2292.32000823334,2.32795104905856,1.53362047208825
15,750,215,28390.2344124402,1620.07451577422,70083.1861222222,2638.66935531818,2.46856665936906,1.62873332653911
15,750,225,25954.8988688128,1683.01120747401,72032.9399999999,2973.91731368441,2.77531191179304,1.76702169330642
15,750,235,24397.59990662,1814.1623560213,79772.6339555555,3484.3934904733,3.26969186562938,1.92066243625241
15,750,245,24255.4665371016,1941.8109454973,83025.9921666667,3954.94098248778,3.42298063158953,2.03672813342543
15,750,255,22728.3273426575,1995.20655410744,88877.5554,4517.17847588684,3.91043098157033,2.26401545573691
15,750,265,22888.4811952759,2131.08972090748,91424.1727555556,5024.57592702166,3.99433112121154,2.35774959530191
15,750,275,21053.0439175469,2190.79565043686,95689.315,5612.86358683447,4.54515344074528,2.56202060001134
15,750,285,21309.3276179585,2350.45143399036,104095.5386,6440.71039876588,4.88497527778743,2.74020143774317
15,750,295,20498.0346156041,2455.59716368802,107697.121366667,7118.49166475032,5.25402183117998,2.8988841370297
15,750,305,18698.3689328728,2430.91990518136,112634.984344444,7898.60467083954,6.02378660667164,3.24922456474364
15,750,315,19573.5430724177,2613.22683207189,117663.8418,8760.92107840931,6.01137164409481,3.35252989556334
15,750,325,18353.3638318237,2709.56178990847,123936.806388889,9746.47720864674,6.7528115022702,3.59706770480255
15,750,335,17271.1328321721,2707.60101528558,129026.834866667,10668.8789178853,7.47066426507469,3.94034381640973
15,750,345,16893.5141400654,2806.12023194767,135875.8037,11754.7865272671,8.04307514549332,4.18898178112217
15,750,355,15955.4521838877,2882.20913486395,142488.342744444,12961.3050933511,8.93038574540264,4.49700368254605
15,750,365,16248.3190741135,2990.56766611617,150321.1731,14241.1804123166,9.2514907181684,4.76203249759986
15,750,375,14535.0329793247,2971.74079787322,157352.8125,15534.9056358068,10.8257623304897,5.22754395232741
15,750,385,14303.3086670246,3079.98284910183,161937.492355556,16817.2876206881,11.3216806072914,5.46018872332106
15,750,395,13371.093232867,3087.88249661895,172949.747411111,18523.6192668092,12.9346003650614,5.9988096331682
15,750,405,13208.8804198236,3148.59281494328,178740.0954,20006.6832917409,13.5318126683735,6.35416659683297
15,750,415,12639.2124321825,3167.46487762219,186736.991166667,21659.4847742972,14.7744166947608,6.83811363697168
15,750,425,12181.5381557542,3178.98912519972,195469.456944444,23449.0639900913,16.0463690582548,7.37626429867641
15,750,435,11160.4507603474,3169.25524511843,205393.3301,25436.574819747,18.4036769222399,8.02604172034633
15,750,445,10704.5069088874,3236.74285417938,210357.207588889,27115.8740221521,19.6512748676205,8.37751877234834
15,1000,25,42630.8137536036,18.3959099802781,24508.4808333333,21.7763320965251,0.574900610037303,1.18375943999895
15,1000,35,56724.6641639544,46.051880748186,35100.7080777778,53.4777673576587,0.618790936801746,1.16125045250764
15,1000,45,74647.0985442647,93.9972375982823,40343.6284000001,95.0968810266548,0.540458091295763,1.01169867813639
15,1000,55,74455.6244762166,140.353185802163,45064.8841888889,140.828910801033,0.605258293190247,1.00338948486386
15,1000,65,80108.0267470755,203.676678665514,48697.2584333333,192.375840487958,0.607894869100756,0.944515797038724
15,1000,75,72645.5867718696,265.406837826212,52837.3575000001,261.736519556536,0.72733059016959,0.986170973213285
15,1000,85,78369.2538092037,345.15153928399,54054.0333888889,323.921887168046,0.68973520560101,0.938491793604674
15,1000,95,75271.5392588407,439.7456552928,57346.2214333333,396.163953217071,0.761857961162897,0.900893387913724
15,1000,105,78702.6059986771,532.550136239376,58140.0333999999,464.60460341148,0.73873072768362,0.872414767729297
15,1000,115,74173.8067638701,631.192560627383,61380.0139444445,567.205962536392,0.827516027859346,0.898625867790028
15,1000,125,74342.0087692507,739.12471368955,63975.5486111111,650.187933601765,0.860557169092432,0.8796728367479
15,1000,135,69849.8808648135,847.630968453995,68126.8770999999,766.76957322587,0.975332760149609,0.904603066384409
15,1000,145,86494.5690209514,986.037248965425,70175.2665111111,904.25881365664,0.811325697155768,0.917063543598795
15,1000,155,69164.7851165723,1067.79199960011,72095.4729,996.532213517653,1.04237254230586,0.933264356626434
15,1000,165,79510.8942056342,1208.09966054833,76835.9163999998,1152.172245932,0.966357090655825,0.953706290596143
15,1000,175,67492.0577690451,1323.82760180826,76787.1888888888,1278.57121412648,1.1377218509421,0.965813986942134
15,1000,185,69061.3933142921,1521.856454326,82489.7903666667,1485.91114508526,1.19444144416929,0.976380617804943
15,1000,195,60756.4574931258,1597.73433295631,87961.7312999999,1706.36528539431,1.44777584028747,1.06799062284466
15,1000,205,61758.9583430697,1780.49756092616,89167.7431,1907.88025178783,1.4438025752422,1.07154331107054
15,1000,215,59314.1657488657,1887.54162638753,92222.3813222222,2115.99788397805,1.55481207832694,1.12103375861848
15,1000,225,58702.791143275,2037.1475747725,95731.6525,2388.87132076188,1.63078536191489,1.17265501544661
15,1000,235,56691.3813650629,2196.38439253169,102296.541322222,2709.97554332275,1.80444608790684,1.23383482077974
15,1000,245,57709.601821977,2306.65936086335,106162.312677778,3039.81961319277,1.83959530695201,1.31784504672376
15,1000,255,53418.8636379211,2443.70985844729,109131.779,3345.86078075941,2.04294459986471,1.36917268193424
15,1000,265,54550.4856208333,2688.52531229755,113423.480066667,3733.05524842643,2.07923868643525,1.38851407920584
15,1000,275,49378.2117983344,2717.38639298237,117475.2525,4145.36198328219,2.37909086258086,1.52549596700254
15,1000,285,48645.5114660233,2862.75043087614,124611.936,4670.45370298287,2.56163276414589,1.63145681600805
15,1000,295,50040.9971704176,3011.13311566688,127785.527477778,5061.02525447604,2.55361672835168,1.68077101212949
15,1000,305,46712.0769511343,3167.76540400367,135580.367688889,5699.05972408881,2.90246926572586,1.7990788449441
15,1000,315,45914.7274611168,3351.52977554091,140961.6268,6253.80869112911,3.07007434421503,1.86595647658234
15,1000,325,44162.6773631451,3417.18739289721,143653.253333333,6800.76811339905,3.25282029782949,1.99016539963093
15,1000,335,43711.8229946002,3595.05243220989,152405.676522222,7578.6396483912,3.48660078855666,2.10807485879492
15,1000,345,42295.2037724835,3769.09428933087,161896.4335,8435.43233053557,3.82777286925681,2.23805288034678
15,1000,355,41880.556927752,3879.00312928361,164030.073122222,9068.98932332423,3.91661632879405,2.3379690660366
15,1000,365,39573.4573403273,3943.67110404439,168613.988122222,9833.63826258593,4.26078486577912,2.49352392812402
15,1000,375,38080.1257663223,4097.4165564769,175248.9375,10719.3037124417,4.60211026022893,2.61611275414442
15,1000,385,37732.5362803708,4317.60357052392,186281.742511111,11843.4350200351,4.93689957989966,2.74305753795686
15,1000,395,37514.3480739906,4437.12306617802,195717.804177778,12943.2935712696,5.21714528509886,2.91704633345194
15,1000,405,34128.448739547,4327.12895949855,202185.1027,14005.9982770647,5.92423945907961,3.23678781200176
15,1000,415,33090.6307033993,4537.68156668074,208320.824255556,15117.5012653453,6.2954624867321,3.3315474087803
15,1000,425,33872.5185654708,4702.8827357803,217795.324722222,16331.5401597593,6.42985328360673,3.47266582589998
15,1000,435,31991.1905318891,4784.55585455099,225296.175,17611.8929264105,7.04244422461935,3.68098805026142
15,1000,445,31519.1520503214,4860.73923901836,234590.812233333,19084.7350743847,7.44280213689762,3.92630300370503
15,1000,455,31174.4764513871,5091.27198138268,239476.9822,20296.6409450344,7.68182851678155,3.98655601571737
15,1000,465,29891.0617360857,5029.26459365624,248257.2137,21783.5710945837,8.30539965063515,4.33136310268123
15,1000,475,29943.947111099,5260.38654847049,260751.282777778,23540.8220953532,8.70797967316499,4.47511259456739
15,1000,485,28771.2527143302,5369.84403185806,268908.735588889,25213.3017910746,9.34643820548532,4.69535085963202
15,1000,495,27352.5527511784,5392.96882986861,271797.6658,26537.9985957621,9.9368299651041,4.92085147030392
15,1000,505,27122.3681111411,5579.13752585159,285331.175488889,28601.4850756894,10.5201424270797,5.12650655108627
15,1000,515,25861.9781795242,5487.54787286325,298357.482388889,30800.5473215247,11.5365298167759,5.61280703788263
15,1000,525,24334.5663274583,5525.57498450244,306613.425,32674.9268419568,12.5999132622317,5.91339850306982
15,1000,535,22924.940805246,5401.68839723899,312722.651588889,34427.7342293247,13.6411541580656,6.37351355678385
15,1000,545,24279.4372757815,5836.5648296367,325049.325577778,36838.9726824683,13.3878442850902,6.3117559314014
15,1000,555,22396.1173418815,5746.00659561282,337268.0176,39133.9764944489,15.0592181873104,6.81063897913524
15,1000,565,22188.4097058849,5868.14675764688,347787.653411111,41451.7321815297,15.6742938327333,7.06385404003628
15,1000,575,20579.6154817858,5674.81977203566,355469.971388889,43674.5333033228,17.2729160903663,7.696197422611
15,1000,585,20050.340612924,5848.78227234622,366695.4307,46214.337248794,18.2887382204189,7.90153148071544
15,1000,595,19345.0022031629,5778.95809638227,378179.021044444,48785.8853225817,19.5491846975655,8.44198634233435
20,450,30,3607.70918792429,13.2318217027304,3257.85015,13.9746182812644,0.903024601014036,1.05613713630836
20,450,40,5228.18510344669,32.9752424177062,5326.33359999999,34.1736865126374,1.01877295746254,1.03634375389118
20,450,50,5972.4002001617,58.4506150850668,6955.210625,61.3559295906435,1.16455870201258,1.04970545650116
20,450,60,6137.03441655552,89.5738341764113,8344.94310000001,97.9903064840572,1.35976801392678,1.09396128216495
20,450,70,6586.40682511466,124.322445897335,10236.294975,149.00102400311,1.55415467747421,1.19850460572627
20,450,80,6415.98381116321,162.286223526435,11744.5248,212.05780731035,1.83051035440046,1.30669013488879
20,450,90,6784.76885649405,210.857121080328,13780.33965,300.32090587157,2.03106987746681,1.42428628605415
20,450,100,6500.95400987694,251.824001765705,15393.57,404.532820753723,2.3678940008824,1.60641089775905
20,450,110,6003.34359239247,290.825632100304,17277.7056,535.052599353193,2.8780137825019,1.83977112157933
20,450,120,6276.17037181315,349.041600387528,19574.1792,702.42672451891,3.11880940770974,2.01244414344603
20,450,130,5802.37207401479,389.110543489444,22039.395975,912.322861273954,3.7983424182156,2.34463670167474
20,450,140,5525.12281596727,429.932579073028,24839.7585,1163.24348015404,4.4957839540172,2.70564162097716
20,450,150,5018.64764131981,466.794701486022,27414.489375,1451.26864683897,5.46252523275185,3.10900839752233
20,600,30,6981.4628314794,14.122289185539,5490.75645000001,14.957439108439,0.786476499630163,1.05913700760038
20,600,40,10356.5191945118,35.3533911756368,8810.88999999999,36.1942589180207,0.850757849671067,1.02378464171107
20,600,50,11337.2354104139,62.8411170488867,11058.40625,63.4633988079762,0.975405894795327,1.00990246176887
20,600,60,13236.1207203028,98.9724140234119,12893.2335,96.6163930075063,0.974094583484959,0.97619517479539
20,600,70,13813.0428465723,144.88685389911,14595.744125,137.542192297461,1.05666392894901,0.949307605182986
20,600,80,13395.0355469641,181.882015760644,16694.0608,190.149295828392,1.24628715925906,1.04545408204969
20,600,90,13433.9378797096,234.198222589695,18691.056,253.358687726873,1.39133113219398,1.08181302541628
20,600,100,13204.8295832043,286.096175454079,20954.21,332.556916728321,1.58685955528365,1.16239553430067
20,600,110,13444.1779454938,349.639606772564,23844.69315,441.285588296564,1.77360737463255,1.26211556056238
20,600,120,12880.7869130102,397.145094369437,24742.2024,535.9872212923,1.92086109079324,1.34960050845726
20,600,130,13020.1799160384,468.985884288433,26594.39305,662.16924007886,2.04255188649435,1.41191720745185
20,600,140,12025.961191653,517.75253712075,30893.9542,862.820962276162,2.56893845802887,1.66647365375427
20,600,150,12170.72157492,589.676932660204,34170.37875,1069.68800868296,2.80758856733805,1.8140238314178
20,600,160,11421.168232254,643.449680737273,36496.6656,1283.17258957209,3.19552823825251,1.99420813777048
20,600,170,10829.3264547158,700.275643770083,39908.0361499999,1564.63122315007,3.68518174393214,2.23430764309686
20,600,180,10361.2457497516,776.645528485493,42837.3477000001,1859.3503095176,4.13438197825073,2.39407843259389
20,600,190,10429.2950115538,836.777969019802,46312.9549749999,2210.46375850855,4.4406601715354,2.64163713714628
20,600,200,9570.99391388584,878.053184761642,50178,2616.95075501242,5.24271569405143,2.98040118802464
20,800,30,12998.4157323914,14.7975043825107,9858.003325,16.2471735282054,0.758400371857193,1.0979671374457
20,800,40,18827.7509700617,37.5353440662905,14579.9824,38.1696627097855,0.774387892806948,1.01689923615392
20,800,50,22361.1901289061,67.1730140075364,18432.99125,68.6821181255248,0.82432961500434,1.02246592832382
20,800,60,25073.2734192148,107.619069860713,22157.7049,104.721076198399,0.883718074203249,0.973071745871197
20,800,70,26549.5286045185,151.777179855916,23516.961325,142.859175101134,0.885776982156948,0.941242782589267
20,800,80,26195.7658775905,197.451910850473,25584.6,188.258439021618,0.976669287683877,0.953439438548573
20,800,90,27866.1717856455,260.811025099854,28178.3874250001,242.222807825244,1.01120410947568,0.928729173670886
20,800,100,27146.6030389064,318.844687400637,29923.4975,304.308091352948,1.10229252098739,0.954408536123976
20,800,110,26795.2871252633,389.348025473757,33661.4825999999,389.573061688375,1.25624638551691,1.00057798216479
20,800,120,26941.7754574489,453.513813938818,35102.6584,468.867849748095,1.30290813444868,1.03385571803409
20,800,130,25925.6079452489,526.616551130624,39125.266125,583.560320950416,1.50913591718377,1.10813137129385
20,800,140,25741.7358653439,602.695213536912,39950.6984,688.330523590044,1.55198152171958,1.14208725758843
20,800,150,23453.9594347687,666.518434561052,42948.3606250001,821.740865091781,1.83117740714314,1.23288542744201
20,800,160,24603.8013539968,754.214147453517,47192.3328,1004.46183710637,1.91809111612478,1.33179925157567
20,800,170,22861.7729456067,812.160822712873,49496.371225,1172.93489601299,2.16502767929518,1.44421506579819
20,800,180,23636.4324031512,927.298825911258,51283.5616000001,1346.11560921472,2.16968283221807,1.45165244643967
20,800,190,22603.4213142726,988.67975594027,57578.68635,1638.0198115016,2.54734385336802,1.65677490781005
20,800,200,22477.5503366141,1083.79117584317,60860.54,1898.38241947397,2.70761444590619,1.75161272926684
20,800,210,20850.4404048653,1157.20798019609,64113.233125,2192.88946498056,3.07491025993099,1.8949830130008
20,800,220,21109.6322746846,1263.29776341781,69183.1709999999,2553.3907634935,3.27732715093132,2.02121054705692
20,800,230,20527.8391672004,1358.03211094895,73280.8119,2927.41067482571,3.56982589853338,2.15562699233977
20,800,240,19286.3417774566,1386.54922803961,77422.816,3345.95305946706,4.01438577068555,2.41315129084726
20,800,250,19515.8347565617,1500.09721156233,81843.796875,3801.16986781072,4.19371233134069,2.53394902577804
20,1000,30,20740.7163595569,15.1616410071001,15712.07095,17.4513783581043,0.757547168459308,1.15102173636297
20,1000,40,31356.7948478543,38.6098549157345,22878.2516,40.126323140139,0.729610654118418,1.03927671387821
20,1000,50,37536.0189451209,71.0726375104687,27857.6975,70.4098875000053,0.742159085669927,0.990675032844168
20,1000,60,42567.0167551831,113.218729992126,32483.806,110.510304625407,0.763121507594131,0.976077938986708
20,1000,70,43176.9913612202,153.096424183088,35154.9074249999,148.058747053074,0.814204656616592,0.96709474334953
20,1000,80,43323.9180342221,204.712928876496,38593.1472000001,197.971125219329,0.890804639818469,0.967067035315422
20,1000,90,42982.5528616017,267.039381272346,39769.5879999999,246.675435309783,0.925249557141309,0.923741787201813
20,1000,100,45377.5294791503,335.955621656651,42956.3375,307.569759899395,0.946643371577496,0.915507108893489
20,1000,110,46004.2546621913,407.110788449309,45647.51135,380.494886285298,0.992245427845515,0.934622459244098
20,1000,120,45634.5283633521,481.896836320047,48409.2568,458.796387989706,1.06080326752925,0.952063498680039
20,1000,130,43146.8505136379,559.654120155345,52209.519025,555.35417647015,1.21004241105611,0.992316783652013
20,1000,140,43139.2926686331,635.177771744757,55117.8408,649.366638998789,1.27767140790597,1.02233841907763
20,1000,150,42890.7467654136,744.231075920887,56355.5256250001,745.611256811457,1.31393202205666,1.00185450585876
20,1000,160,42997.6216788712,814.839858384267,60791.5583999999,887.6154861868,1.41383537103571,1.08931279815747
20,1000,170,41628.8595380612,919.887454149247,63662.99335,1037.78903431749,1.5292994825331,1.12816957078437
20,1000,180,39313.2561993273,996.477483470108,66035.3932000001,1176.17116683228,1.67972331941128,1.18032889487519
20,1000,190,37844.5469213646,1084.35611297444,68543.032425,1344.14691556968,1.81117328653511,1.23958070553281
20,1000,200,37639.6417651443,1184.68084730136,75584.9899999999,1587.65735843517,2.00812192824838,1.34015617965949
20,1000,210,39362.1450005048,1305.41420126971,78122.3077749999,1797.55703017511,1.98470656957333,1.37700128313812
20,1000,220,37684.4546585183,1387.24131446179,80779.2876999999,2022.49687231373,2.14357056329964,1.45792721946029
20,1000,230,37259.7361274182,1523.48327540505,86248.83205,2313.19102571962,2.31479986210993,1.51835669157878
20,1000,240,37219.1750897588,1625.22694446273,88550.3872000001,2578.15996976563,2.37916039209492,1.58633843633322
20,1000,250,34526.0617302041,1748.01701078042,95204.4375,2961.56304966013,2.75746588892626,1.69424154993658
20,1000,260,34279.2063908821,1823.6010312562,99510.7272000001,3336.35830309237,2.90294722886201,1.8295439879161
20,1000,270,33210.6984364262,1947.38328770624,103564.214875,3708.06279002858,3.11839918312012,1.90412581510658
20,1000,280,30892.4405957558,2016.4364701047,111235.6228,4236.23313519736,3.60073923117885,2.10085127798616
20,1000,290,32795.2133952989,2183.1884661554,115448.35245,4694.70978014571,3.52028056833895,2.1503914357028
20,1000,300,31655.3836275697,2260.77834283232,122047.585,5246.11559973726,3.85550800571264,2.32049091250798
